,Time,m,p
0,0.0,0.0,0.0
1,10.0,8.255420584641794e-05,4.051923259969345e-06
2,20.0,0.0001535863395818668,1.4885950952907933e-05
3,30.0,0.0002147332772220521,3.069075055196238e-05
4,40.0,0.0002673658994987244,5.004668767805036e-05
5,50.0,0.00031266958002401857,7.180894350776619e-05
6,60.0,0.0003516625010416206,9.506953921404846e-05
7,70.0,0.00038522231132793756,0.00011910955336376201
8,80.0,0.00041410768866699836,0.00014336298926149028
9,90.0,0.00043896967569847253,0.00016739752397928364
10,100.0,0.00046036917637792217,0.00019088586111110623
11,110.0,0.00047878677607411706,0.00021358990351999166
12,120.0,0.0004946349898936991,0.000235342438304772
13,130.0,0.0005082780770762841,0.0002560154317897364
14,140.0,0.0005200225929796148,0.00027553920279267414
15,150.0,0.000530132015058451,0.0002938797835014505
16,160.0,0.0005388328003954852,0.00031103069724095655
17,170.0,0.0005463210397478352,0.00032700404208690215
18,180.0,0.0005527656089969651,0.0003418267117554762
19,190.0,0.0005583133453294356,0.0003555345596593032
20,200.0,0.0005630883048600381,0.00036817689935002485
21,210.0,0.000567198184332467,0.0003798069621702303
22,220.0,0.00057073559471625,0.00039048118854808207
23,230.0,0.0005737805992574414,0.0004002574304551929
24,240.0,0.0005764020022267734,0.0004091940075003628
25,250.0,0.0005786573910070085,0.00041734976755478613
26,260.0,0.0005805990190343807,0.0004247802939098159
27,270.0,0.0005822694538764257,0.00043154078780550405
28,280.0,0.0005837075498493346,0.0004376826986385631
29,290.0,0.0005849450367117148,0.0004432556890722507
30,300.0,0.0005860104497543361,0.0004483064458313613
31,310.0,0.0005869272765170282,0.00045287912068440697
32,320.0,0.0005877166649063664,0.000457014830459029
33,330.0,0.0005883960243925172,0.0004607518966305828
34,340.0,0.0005889804317288515,0.00046412586589497797
35,350.0,0.0005894836140519219,0.00046716943193639884
36,360.0,0.0005899164799362096,0.00046991264594737465
37,370.0,0.0005902892512695422,0.00047238350279483397
38,380.0,0.000590610024302528,0.0004746073593258054
39,390.0,0.0005908861787379351,0.0004766077426068411
40,400.0,0.0005911238997776742,0.00047840604232998204
41,410.0,0.0005913284101274399,0.00048002170611106135
42,420.0,0.0005915045202453368,0.0004814726191256465
43,430.0,0.0005916560439742868,0.00048277475967932617
44,440.0,0.000591786627206933,0.0004839431357006864
45,450.0,0.0005918990475170796,0.0004849908752611943
46,460.0,0.0005919955358024671,0.0004859296594800252
47,470.0,0.0005920786068997305,0.0004867708678904076
48,480.0,0.0005921501178401726,0.0004875242757881516
49,490.0,0.0005922115520520798,0.00048819851039342784
50,500.0,0.0005922644896147556,0.0004888019765036508
51,510.0,0.0005923101129741351,0.0004893418442110756
52,520.0,0.0005923493627657046,0.0004898244168666983
53,530.0,0.000592383213686766,0.0004902559092535402
54,540.0,0.0005924123803745331,0.0004906415906754047
55,550.0,0.000592437574346503,0.0004909868248320395
56,560.0,0.0005924590204259825,0.0004912939548462699
57,570.0,0.0005924775849850168,0.0004915687836687505
58,580.0,0.0005924935431400814,0.0004918140828795885
59,590.0,0.000592507251342158,0.0004920327793024425
60,600.0,0.0005925190223602946,0.0004922277163850604
