,Time,Inde,Indi,Ind,mRNA1,Pep1,mRNA2,Pep2,mRNA3,Pep3
42,420.0,0.025060023916303176,0.9749399760836969,0.07586497328473947,1.8426132406691627e-06,2.5700463731969342e-06,5.094512502063827e-07,2.8808783135514212e-06,2.1784942650726367e-05,2.1065839496266542e-05
43,430.0,0.024487881481773378,0.9755121185182266,0.07134698534710558,1.8438070536078525e-06,2.6137808128480372e-06,4.789239523640379e-07,2.846400941136899e-06,2.1826813832482593e-05,2.1601022865741315e-05
44,440.0,0.023941253324148468,0.9760587466758516,0.06709805885370392,1.8448849145972277e-06,2.6566542650150534e-06,4.503839723940892e-07,2.8110810531024426e-06,2.1862098451069622e-05,2.2126653521867483e-05
45,450.0,0.02341847108227239,0.9765815289177276,0.06310216987259804,1.8459148293998267e-06,2.6986797233497225e-06,4.2354271357471115e-07,2.7750365534422444e-06,2.1890687891733252e-05,2.2642642044343947e-05
46,460.0,0.022918008817508575,0.9770819911824916,0.0593442497344558,1.8468926988574201e-06,2.739872910494163e-06,3.983202901678051e-07,2.7383693365182487e-06,2.191318713548757e-05,2.3148899769365954e-05
47,470.0,0.02243846760702438,0.9775615323929757,0.05581012437366154,1.8478304854947973e-06,2.7802487253400445e-06,3.7459548311480304e-07,2.701175846942951e-06,2.1929951498139556e-05,2.364536859231094e-05
48,480.0,0.021978562606935252,0.9780214373930648,0.05248646197568638,1.848723361179618e-06,2.8198225542334837e-06,3.5230069728848405e-07,2.6635437064552136e-06,2.1941527814896023e-05,2.413200453788977e-05
49,490.0,0.021537111991325908,0.9784628880086741,0.04936072309827003,1.8495813412097127e-06,2.8586089940478504e-06,3.313300636136406e-07,2.6255558256692463e-06,2.1948236473667095e-05,2.4608789992342548e-05
50,500.0,0.021113030277958158,0.9788869697220418,0.046421141463891466,1.8504200726324474e-06,2.896622208748847e-06,3.1156498648946746e-07,2.5872895553358715e-06,2.1950250106585373e-05,2.507573019054129e-05
51,510.0,0.020705311577781806,0.9792946884222182,0.043656620923828666,1.8512331668192392e-06,2.9338770487724163e-06,2.9295370260428714e-07,2.548814327865252e-06,2.1947967596660007e-05,2.5532837883606886e-05
52,520.0,0.020313027317643634,0.9796869726823564,0.041056735955733274,1.851987055762636e-06,2.97038924602621e-06,2.755291047295776e-07,2.510190954892895e-06,2.1942223025784053e-05,2.5980126007027385e-05
53,530.0,0.019935317681769968,0.9800646823182301,0.03861168088759566,1.8526714965047467e-06,3.006173383034373e-06,2.592641771034407e-07,2.471477858580811e-06,2.193370879375289e-05,2.6417625182198513e-05
54,540.0,0.019571384697306165,0.9804286153026939,0.03631222840485875,1.8532904361477193e-06,3.041243257804124e-06,2.440990883787114e-07,2.4327303298695524e-06,2.1923169505676954e-05,2.6845375895789286e-05
55,550.0,0.01922049057551331,0.9807795094244868,0.03414972108075258,1.8538806548615037e-06,3.0756111336971482e-06,2.2988806446642504e-07,2.394002734800056e-06,2.1911190102842546e-05,2.7263435227008224e-05
56,560.0,0.01888194968473817,0.9811180503152619,0.032116015738533246,1.8545572067889138e-06,3.1092859119840446e-06,2.162763374995932e-07,2.355353923473756e-06,2.1898043949545815e-05,2.7671879825997017e-05
57,570.0,0.01855511911103122,0.9814448808889689,0.030203427542441347,1.8555540042302285e-06,3.142271497440057e-06,2.0258659395043737e-07,2.3168522614782087e-06,2.1883372001435715e-05,2.8070814607855923e-05
58,580.0,0.018239397113507697,0.9817606028864923,0.028404718930886703,1.8566286659404357e-06,3.174590717534981e-06,1.8926966921859447e-07,2.278517419474322e-06,2.1859370495860467e-05,2.8460608630278082e-05
59,590.0,0.01793423169082399,0.982065768309176,0.026713132784532457,1.8564822334261736e-06,3.20630865169862e-06,1.795264035734302e-07,2.240254908903089e-06,2.181590764405797e-05,2.8841728237457855e-05
60,600.0,0.01763910144836312,0.9823608985516369,0.02512228482400802,1.8565966381342854e-06,3.237378398372018e-06,1.7004505270787561e-07,2.2022292370101033e-06,2.17891844646936e-05,2.9213050125433856e-05
61,610.0,0.0173535196137639,0.9826464803862361,0.023626174320856386,1.8571794338193297e-06,3.267804058520159e-06,1.5989653872360943e-07,2.1645063210189864e-06,2.1759485954431985e-05,2.957536267161431e-05
62,620.0,0.017077031028229557,0.9829229689717706,0.02221916654172924,1.858439221277856e-06,3.297589470973455e-06,1.487744744316227e-07,2.1271243763562102e-06,2.1742386198820465e-05,2.9928263768648923e-05
63,630.0,0.01680920788864237,0.9831907921113578,0.02089594891949202,1.8587747798811188e-06,3.3268110045842085e-06,1.402629355581131e-07,2.089962927982622e-06,2.1705339206617774e-05,3.0273001872108842e-05
64,640.0,0.01654964942412764,0.9834503505758727,0.019651532991481094,1.859280416167686e-06,3.3554364824970212e-06,1.3189560485855455e-07,2.053142324161207e-06,2.1672963657248706e-05,3.060886843643935e-05
65,650.0,0.01629797908389796,0.9837020209161023,0.01848122594755607,1.8597669051380309e-06,3.383485103229999e-06,1.240395674790545e-07,2.016666932309299e-06,2.1639802297390765e-05,3.093618853806353e-05
66,660.0,0.01605384318291676,0.9839461568170834,0.017380618647669616,1.8602185369927138e-06,3.410968881468173e-06,1.1669676985816737e-07,1.980553788422849e-06,2.1605358435968993e-05,3.125512037934642e-05
67,670.0,0.01581690818116492,0.9841830918188352,0.01634555579107379,1.8606744607841746e-06,3.437897429183435e-06,1.0975401338155651e-07,1.94482277784873e-06,2.157058827165511e-05,3.1565774626361495e-05
68,680.0,0.015586860194763004,0.9844131398052371,0.015372133105161364,1.8611486823473422e-06,3.464281163534948e-06,1.0315625346645695e-07,1.9094897067920387e-06,2.1535916229522526e-05,3.1868282059125283e-05
69,690.0,0.015363402975959192,0.9846365970240409,0.014456674704420885,1.861561944247126e-06,3.490134052193977e-06,9.705262368865818e-08,1.8745606098544563e-06,2.1499553589867397e-05,3.216285064814911e-05
70,700.0,0.015146257674158893,0.9848537423258412,0.01359573184269381,1.8618258193176825e-06,3.515470228364919e-06,9.161310302924301e-08,1.8400391377705265e-06,2.145951071696788e-05,3.2449696443647056e-05
71,710.0,0.014935160580892858,0.9850648394191073,0.012786057025990446,1.861923627303972e-06,3.5403007486331575e-06,8.685237339873632e-08,1.8059338358648475e-06,2.1415541518143055e-05,3.2728976465621904e-05
72,720.0,0.01472986340624835,0.9852701365937517,0.012024607762485826,1.861979276596874e-06,3.564630817782994e-06,8.248072446126867e-08,1.772264119644408e-06,2.137070559516704e-05,3.3000735052903875e-05
