,syn_mRNA1_1,syn_mRNA2_1,syn_mRNA3_1,deg_mRNA_1,syn_Pep_1,deg_Pep_1,Pepmax_1,Km_1,deg_Ind_1,state1_1,state2_1,syn_mRNA1_2,syn_mRNA2_2,syn_mRNA3_2,deg_mRNA_2,syn_Pep_2,deg_Pep_2,Pepmax_2,state1_2,state2_2,syn_mRNA1_3,syn_mRNA2_3,syn_mRNA3_3,deg_mRNA_3,syn_Pep_3,deg_Pep_3,Pepmax_3,Km_3,deg_Ind_3,Ratio_3,state1_3,state2_3
11,5.399159357323438e-07,5e-07,1e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004947535385448993,0.0,0.0,5.203991556039874e-07,5.030241657305731e-07,1e-07,0.1357,0.005073881326875689,0.002,1e-06,0.0,0.0,5e-07,5e-07,1e-07,0.1357,0.005,0.002,1e-06,40.0,0.004334335676018015,0.42989590677895273,0.0,0.0
12,5.399159357323438e-07,5e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004947535385448993,0.0,0.0,5.203991556039874e-07,5.030241657305731e-07,1e-07,0.1357,0.005073881326875689,0.002,1e-06,0.0,0.0,5e-07,5e-07,1e-07,0.1357,0.005,0.002,1e-06,40.0,0.004334335676018015,0.42989590677895273,0.0,0.0
13,5.399159357323438e-07,5e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.203991556039874e-07,5.030241657305731e-07,1e-07,0.1357,0.005073881326875689,0.002,1e-06,0.0,0.0,5e-07,5e-07,1e-07,0.1357,0.005,0.002,1e-06,40.0,0.004334335676018015,0.42989590677895273,0.0,0.0
14,5.399159357323438e-07,5e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.030241657305731e-07,1e-07,0.1357,0.005073881326875689,0.002,1e-06,0.0,0.0,5e-07,5e-07,1e-07,0.1357,0.005,0.002,1e-06,40.0,0.004334335676018015,0.42989590677895273,0.0,0.0
15,5.399159357323438e-07,5e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.002,1e-06,0.0,0.0,5e-07,5e-07,1e-07,0.1357,0.005,0.002,1e-06,40.0,0.004334335676018015,0.42989590677895273,0.0,0.0
16,5.399159357323438e-07,5e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,1e-06,0.0,0.0,5e-07,5e-07,1e-07,0.1357,0.005,0.002,1e-06,40.0,0.004334335676018015,0.42989590677895273,0.0,0.0
17,5.399159357323438e-07,5e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1e-07,0.1357,0.005,0.002,1e-06,40.0,0.004334335676018015,0.42989590677895273,0.0,0.0
18,5.399159357323438e-07,5e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.005,0.002,1e-06,40.0,0.004334335676018015,0.42989590677895273,0.0,0.0
19,5.399159357323438e-07,5e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,1e-06,40.0,0.004334335676018015,0.42989590677895273,0.0,0.0
20,5.399159357323438e-07,5e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004334335676018015,0.42989590677895273,0.0,0.0
21,5.399159357323438e-07,5e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.42989590677895273,0.0,0.0
22,5.399159357323438e-07,5e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
23,5.399159357323438e-07,5.105145486554635e-07,1.0358734734363338e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
24,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.159335287530296e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
25,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,38.014460811594894,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
26,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,5.243164546525675e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
27,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.411425400164617e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
28,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005073881326875689,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
29,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0018412474861134035,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
30,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
31,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0053114528692394395,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
32,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.002,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
33,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.921668156915772e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
34,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,40.0,0.004136954718190028,0.3810839587311513,0.0,0.0
35,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,39.17595979284379,0.004136954718190028,0.3810839587311513,0.0,0.0
36,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,39.17595979284379,0.0036082221626746545,0.3810839587311513,0.0,0.0
37,5.399159357323438e-07,5.105145486554635e-07,1.0752973439666583e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,39.17595979284379,0.0036082221626746545,0.35967892516105665,0.0,0.0
38,5.399159357323438e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005595974749192921,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,39.17595979284379,0.0036082221626746545,0.35967892516105665,0.0,0.0
39,5.399159357323438e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.00198564074195111,9.016122075220585e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,39.17595979284379,0.0036082221626746545,0.35967892516105665,0.0,0.0
40,5.399159357323438e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.00198564074195111,8.916287599203422e-07,36.92517207586333,0.004820640437355837,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,39.17595979284379,0.0036082221626746545,0.35967892516105665,0.0,0.0
41,5.399159357323438e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.00198564074195111,8.916287599203422e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.204249926629216e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,39.17595979284379,0.0036082221626746545,0.35967892516105665,0.0,0.0
42,5.399159357323438e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.00198564074195111,8.916287599203422e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,5.763673323119736e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,39.17595979284379,0.0036082221626746545,0.35967892516105665,0.0,0.0
43,5.399159357323438e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.00198564074195111,8.916287599203422e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,5.977422402389088e-07,1e-07,0.1357,0.005109326449808417,0.0017265477661536964,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,39.17595979284379,0.0036082221626746545,0.35967892516105665,0.0,0.0
44,5.399159357323438e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.00198564074195111,8.916287599203422e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,5.977422402389088e-07,1e-07,0.1357,0.005109326449808417,0.0016699968203307118,9.787948587423022e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,39.17595979284379,0.0036082221626746545,0.35967892516105665,0.0,0.0
45,5.399159357323438e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.00198564074195111,8.916287599203422e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,5.977422402389088e-07,1e-07,0.1357,0.005109326449808417,0.0016699968203307118,9.320923323989988e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018942828787756713,9.90261181797915e-07,39.17595979284379,0.0036082221626746545,0.35967892516105665,0.0,0.0
46,5.399159357323438e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.00198564074195111,8.916287599203422e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,5.977422402389088e-07,1e-07,0.1357,0.005109326449808417,0.0016699968203307118,9.320923323989988e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018594868843718297,9.90261181797915e-07,39.17595979284379,0.0036082221626746545,0.35967892516105665,0.0,0.0
47,5.399159357323438e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.00198564074195111,8.916287599203422e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,5.977422402389088e-07,1e-07,0.1357,0.005109326449808417,0.0016699968203307118,9.320923323989988e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018594868843718297,9.834260078328642e-07,39.17595979284379,0.0036082221626746545,0.35967892516105665,0.0,0.0
48,5.399159357323438e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.00198564074195111,8.916287599203422e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,5.977422402389088e-07,1e-07,0.1357,0.005109326449808417,0.0016699968203307118,9.320923323989988e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018594868843718297,9.834260078328642e-07,39.17595979284379,0.0036082221626746545,0.32519859709858373,0.0,0.0
49,5.407778123305888e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.00198564074195111,8.916287599203422e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,5.977422402389088e-07,1e-07,0.1357,0.005109326449808417,0.0016699968203307118,9.320923323989988e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018594868843718297,9.834260078328642e-07,39.17595979284379,0.0036082221626746545,0.32519859709858373,0.0,0.0
50,5.407778123305888e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.0019711154227195953,8.916287599203422e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,5.977422402389088e-07,1e-07,0.1357,0.005109326449808417,0.0016699968203307118,9.320923323989988e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018594868843718297,9.834260078328642e-07,39.17595979284379,0.0036082221626746545,0.32519859709858373,0.0,0.0
51,5.407778123305888e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.0019711154227195953,7.998614654706051e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,5.977422402389088e-07,1e-07,0.1357,0.005109326449808417,0.0016699968203307118,9.320923323989988e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018594868843718297,9.834260078328642e-07,39.17595979284379,0.0036082221626746545,0.32519859709858373,0.0,0.0
52,5.407778123305888e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.0019711154227195953,7.998614654706051e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,6.287698866293026e-07,1e-07,0.1357,0.005109326449808417,0.0016699968203307118,9.320923323989988e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018594868843718297,9.834260078328642e-07,39.17595979284379,0.0036082221626746545,0.32519859709858373,0.0,0.0
53,5.407778123305888e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.0019711154227195953,7.998614654706051e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,6.287698866293026e-07,1.0301272385597217e-07,0.1357,0.005109326449808417,0.0016699968203307118,9.320923323989988e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018594868843718297,9.834260078328642e-07,39.17595979284379,0.0036082221626746545,0.32519859709858373,0.0,0.0
54,5.407778123305888e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.0019711154227195953,7.998614654706051e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,6.287698866293026e-07,1.0301272385597217e-07,0.1357,0.00573528226546779,0.0016699968203307118,9.320923323989988e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018594868843718297,9.834260078328642e-07,39.17595979284379,0.0036082221626746545,0.32519859709858373,0.0,0.0
55,5.407778123305888e-07,5.105145486554635e-07,1.0800747025577361e-07,0.1357,0.005757650887349193,0.0019711154227195953,7.998614654706051e-07,36.92517207586333,0.004480325627462488,0.0,0.0,6.335282393359108e-07,6.287698866293026e-07,1.0301272385597217e-07,0.1357,0.00573528226546779,0.0016699968203307118,8.892241289549612e-07,0.0,0.0,5.047033060154548e-07,5e-07,1.0656146475304063e-07,0.1357,0.0054756473230471794,0.0018594868843718297,9.834260078328642e-07,39.17595979284379,0.0036082221626746545,0.32519859709858373,0.0,0.0
