,row,model_num,ic value,Evidence,d(ic value)
1493,497,3,395.6266579025086,No support,32.91099608337021
1469,489,3,396.58110176924885,No support,33.86543995011044
1466,488,3,396.58110176924885,No support,33.86543995011044
1481,493,3,396.58110176924885,No support,33.86543995011044
1484,494,3,396.58110176924885,No support,33.86543995011044
1472,490,3,396.58110176924885,No support,33.86543995011044
1478,492,3,396.58110176924885,No support,33.86543995011044
1475,491,3,396.58110176924885,No support,33.86543995011044
1463,487,3,398.3730689292666,No support,35.65740711012819
1460,486,3,398.3730689292666,No support,35.65740711012819
1457,485,3,398.3730689292666,No support,35.65740711012819
1454,484,3,398.3730689292666,No support,35.65740711012819
1451,483,3,399.0258426412155,No support,36.310180822077086
1448,482,3,404.3192059316222,No support,41.6035441124838
1445,481,3,404.3192059316222,No support,41.6035441124838
1442,480,3,404.3192059316222,No support,41.6035441124838
1439,479,3,405.54286853867563,No support,42.82720671953723
1436,478,3,405.54286853867563,No support,42.82720671953723
1433,477,3,405.54286853867563,No support,42.82720671953723
1424,474,3,408.2783632666561,No support,45.56270144751767
1427,475,3,408.2783632666561,No support,45.56270144751767
1430,476,3,408.2783632666561,No support,45.56270144751767
1421,473,3,409.769601741978,No support,47.05393992283962
1418,472,3,409.769601741978,No support,47.05393992283962
1415,471,3,419.5310302521433,No support,56.81536843300489
1409,469,3,420.14376034896117,No support,57.42809852982276
1412,470,3,420.14376034896117,No support,57.42809852982276
1400,466,3,420.21838547922897,No support,57.50272366009057
1406,468,3,420.21838547922897,No support,57.50272366009057
1403,467,3,420.21838547922897,No support,57.50272366009057
1397,465,3,422.48720830000406,No support,59.77154648086565
1394,464,3,424.521945461269,No support,61.80628364213061
1391,463,3,425.93155545661654,No support,63.21589363747813
1388,462,3,425.93155545661654,No support,63.21589363747813
1385,461,3,426.2041760081645,No support,63.48851418902609
1379,459,3,426.52487184434676,No support,63.80921002520836
1382,460,3,426.52487184434676,No support,63.80921002520836
1370,456,3,426.80256766146965,No support,64.08690584233125
1373,457,3,426.80256766146965,No support,64.08690584233125
1376,458,3,426.80256766146965,No support,64.08690584233125
1364,454,3,427.49298892295707,No support,64.77732710381866
1367,455,3,427.49298892295707,No support,64.77732710381866
1361,453,3,435.8410153197164,No support,73.125353500578
1358,452,3,451.22233225110205,No support,88.50667043196364
1355,451,3,451.7681758203814,No support,89.05251400124297
1352,450,3,452.03577316555214,No support,89.32011134641374
1349,449,3,452.03577316555214,No support,89.32011134641374
1343,447,3,452.03577316555214,No support,89.32011134641374
1346,448,3,452.03577316555214,No support,89.32011134641374
1340,446,3,452.62590174331604,No support,89.91023992417763
1337,445,3,452.62590174331604,No support,89.91023992417763
1331,443,3,452.63463955184255,No support,89.91897773270415
1334,444,3,452.63463955184255,No support,89.91897773270415
1328,442,3,461.2356053454293,No support,98.51994352629089
1322,440,3,461.2356053454293,No support,98.51994352629089
1325,441,3,461.2356053454293,No support,98.51994352629089
1316,438,3,461.5771972337693,No support,98.86153541463091
1319,439,3,461.5771972337693,No support,98.86153541463091
1313,437,3,469.5162521320505,No support,106.8005903129121
1310,436,3,471.4845630466053,No support,108.76890122746687
1307,435,3,481.8786838384448,No support,119.16302201930637
1304,434,3,485.3819710856327,No support,122.6663092664943
1301,433,3,487.4248591594437,No support,124.70919734030531
1298,432,3,487.4248591594437,No support,124.70919734030531
1295,431,3,500.8677608585423,No support,138.15209903940388
1286,428,3,500.89588060289344,No support,138.18021878375504
1292,430,3,500.89588060289344,No support,138.18021878375504
1289,429,3,500.89588060289344,No support,138.18021878375504
1280,426,3,501.26300479724586,No support,138.54734297810745
1283,427,3,501.26300479724586,No support,138.54734297810745
1274,424,3,520.3314918098949,No support,157.61582999075654
1277,425,3,520.3314918098949,No support,157.61582999075654
1271,423,3,526.3275387887018,No support,163.61187696956335
1265,421,3,529.3032151350033,No support,166.58755331586485
1268,422,3,529.3032151350033,No support,166.58755331586485
1262,420,3,532.4605905241492,No support,169.7449287050108
1250,416,3,533.4817181646168,No support,170.76605634547843
1256,418,3,533.4817181646168,No support,170.76605634547843
1253,417,3,533.4817181646168,No support,170.76605634547843
1259,419,3,533.4817181646168,No support,170.76605634547843
1241,413,3,537.7377972669681,No support,175.02213544782967
1244,414,3,537.7377972669681,No support,175.02213544782967
1238,412,3,537.7377972669681,No support,175.02213544782967
1235,411,3,537.7377972669681,No support,175.02213544782967
1247,415,3,537.7377972669681,No support,175.02213544782967
1229,409,3,537.9677269554985,No support,175.2520651363601
1223,407,3,537.9677269554985,No support,175.2520651363601
1220,406,3,537.9677269554985,No support,175.2520651363601
1226,408,3,537.9677269554985,No support,175.2520651363601
1232,410,3,537.9677269554985,No support,175.2520651363601
1217,405,3,538.6069968448548,No support,175.89133502571644
1214,404,3,543.0854821869416,No support,180.3698203678032
1208,402,3,543.0854821869416,No support,180.3698203678032
1211,403,3,543.0854821869416,No support,180.3698203678032
1205,401,3,546.4205727970655,No support,183.70491097792706
1202,400,3,549.0659251247639,No support,186.3502633056255
1199,399,3,549.0659251247639,No support,186.3502633056255
1196,398,3,549.0659251247639,No support,186.3502633056255
1193,397,3,549.0659251247639,No support,186.3502633056255
1190,396,3,549.0659251247639,No support,186.3502633056255
1187,395,3,549.0659251247639,No support,186.3502633056255
1184,394,3,549.3482249051889,No support,186.63256308605048
1181,393,3,550.7410078271574,No support,188.02534600801903
1178,392,3,550.7410078271574,No support,188.02534600801903
1172,390,3,551.37914563458,No support,188.66348381544162
1169,389,3,551.37914563458,No support,188.66348381544162
1175,391,3,551.5252206126557,No support,188.80955879351734
1157,385,3,554.4015178602515,No support,191.68585604111308
1160,386,3,554.4015178602515,No support,191.68585604111308
1166,388,3,554.4015178602515,No support,191.68585604111308
1163,387,3,554.4015178602515,No support,191.68585604111308
1154,384,3,571.4962027014885,No support,208.78054088235012
1118,372,3,571.8129044738142,No support,209.09724265467582
1151,383,3,571.8129044738142,No support,209.09724265467582
1148,382,3,571.8129044738142,No support,209.09724265467582
1145,381,3,571.8129044738142,No support,209.09724265467582
1142,380,3,571.8129044738142,No support,209.09724265467582
1139,379,3,571.8129044738142,No support,209.09724265467582
1136,378,3,571.8129044738142,No support,209.09724265467582
1133,377,3,571.8129044738142,No support,209.09724265467582
1130,376,3,571.8129044738142,No support,209.09724265467582
1127,375,3,571.8129044738142,No support,209.09724265467582
1124,374,3,571.8129044738142,No support,209.09724265467582
1121,373,3,571.8129044738142,No support,209.09724265467582
1115,371,3,574.4839365490302,No support,211.7682747298918
1109,369,3,583.966717560926,No support,221.25105574178758
1112,370,3,583.966717560926,No support,221.25105574178758
1106,368,3,585.0489662021721,No support,222.3333043830337
1103,367,3,591.6801695768596,No support,228.9645077577212
1100,366,3,591.6801695768596,No support,228.9645077577212
1097,365,3,594.8573525997597,No support,232.14169078062127
1085,361,3,600.2069945846721,No support,237.49133276553368
1088,362,3,600.2069945846721,No support,237.49133276553368
1091,363,3,600.2299581861009,No support,237.51429636696253
1094,364,3,600.2299581861009,No support,237.51429636696253
1082,360,3,605.3700716447547,No support,242.6544098256163
1079,359,3,614.456522709425,No support,251.74086089028663
1076,358,3,614.456522709425,No support,251.74086089028663
1073,357,3,614.456522709425,No support,251.74086089028663
1070,356,3,614.456522709425,No support,251.74086089028663
1067,355,3,614.9663028178412,No support,252.2506409987028
1064,354,3,617.5906752185502,No support,254.87501339941184
1061,353,3,633.0329307165434,No support,270.31726889740503
1058,352,3,634.6569315021088,No support,271.9412696829704
1046,348,3,641.7195278830194,No support,279.003866063881
1043,347,3,641.7195278830194,No support,279.003866063881
1052,350,3,641.7195278830194,No support,279.003866063881
1055,351,3,641.7195278830194,No support,279.003866063881
1049,349,3,641.7195278830194,No support,279.003866063881
1040,346,3,641.8019286238946,No support,279.0862668047562
1025,341,3,650.7951058914826,No support,288.07944407234424
1028,342,3,650.7951058914826,No support,288.07944407234424
1031,343,3,650.7951058914826,No support,288.07944407234424
1034,344,3,650.7951058914826,No support,288.07944407234424
1037,345,3,650.7951058914826,No support,288.07944407234424
1022,340,3,652.3342595957554,No support,289.618597776617
1019,339,3,661.2409171518113,No support,298.52525533267294
1007,335,3,673.168330939953,No support,310.45266912081456
1013,337,3,673.168330939953,No support,310.45266912081456
1016,338,3,673.168330939953,No support,310.45266912081456
1010,336,3,673.168330939953,No support,310.45266912081456
1004,334,3,675.3733798835934,No support,312.657718064455
998,332,3,676.788838067223,No support,314.07317624808456
995,331,3,676.788838067223,No support,314.07317624808456
1001,333,3,676.788838067223,No support,314.07317624808456
992,330,3,680.7913423081432,No support,318.07568048900475
989,329,3,684.1191255078205,No support,321.4034636886821
986,328,3,684.1191255078205,No support,321.4034636886821
980,326,3,684.1353908150422,No support,321.4197289959038
983,327,3,684.1353908150422,No support,321.4197289959038
977,325,3,684.1353908150422,No support,321.4197289959038
974,324,3,691.4052537437271,No support,328.68959192458874
971,323,3,694.3184798556897,No support,331.6028180365513
968,322,3,702.1780307426949,No support,339.4623689235565
965,321,3,704.7903819648742,No support,342.0747201457358
962,320,3,704.7903819648742,No support,342.0747201457358
959,319,3,705.6267461366097,No support,342.91108431747125
956,318,3,705.6583462610836,No support,342.9426844419452
953,317,3,705.6583462610836,No support,342.9426844419452
950,316,3,705.6583462610836,No support,342.9426844419452
947,315,3,711.1949411441605,No support,348.47927932502205
944,314,3,712.9514509269318,No support,350.2357891077934
941,313,3,728.4178393719455,No support,365.70217755280714
938,312,3,741.496454730725,No support,378.78079291158656
935,311,3,741.496454730725,No support,378.78079291158656
932,310,3,741.496454730725,No support,378.78079291158656
929,309,3,741.496454730725,No support,378.78079291158656
926,308,3,741.496454730725,No support,378.78079291158656
923,307,3,752.5809266784352,No support,389.86526485929676
920,306,3,753.4011433464744,No support,390.68548152733604
917,305,3,753.4011433464744,No support,390.68548152733604
914,304,3,753.5391355894195,No support,390.8234737702811
911,303,3,753.5391355894195,No support,390.8234737702811
908,302,3,756.9936382921207,No support,394.27797647298235
884,294,3,756.9936382921207,No support,394.27797647298235
887,295,3,756.9936382921207,No support,394.27797647298235
890,296,3,756.9936382921207,No support,394.27797647298235
881,293,3,756.9936382921207,No support,394.27797647298235
896,298,3,756.9936382921207,No support,394.27797647298235
899,299,3,756.9936382921207,No support,394.27797647298235
902,300,3,756.9936382921207,No support,394.27797647298235
905,301,3,756.9936382921207,No support,394.27797647298235
893,297,3,756.9936382921207,No support,394.27797647298235
878,292,3,759.6633917546817,No support,396.9477299355433
875,291,3,767.838128417449,No support,405.12246659831055
872,290,3,767.838128417449,No support,405.12246659831055
869,289,3,767.838128417449,No support,405.12246659831055
866,288,3,767.838128417449,No support,405.12246659831055
863,287,3,767.838128417449,No support,405.12246659831055
848,282,3,772.4774243749051,No support,409.7617625557667
851,283,3,772.4774243749051,No support,409.7617625557667
860,286,3,772.4774243749051,No support,409.7617625557667
857,285,3,772.4774243749051,No support,409.7617625557667
854,284,3,772.4774243749051,No support,409.7617625557667
845,281,3,774.661734931789,No support,411.94607311265065
842,280,3,774.661734931789,No support,411.94607311265065
839,279,3,774.661734931789,No support,411.94607311265065
836,278,3,774.661734931789,No support,411.94607311265065
833,277,3,774.661734931789,No support,411.94607311265065
830,276,3,784.9650997480609,No support,422.2494379289225
827,275,3,784.9650997480609,No support,422.2494379289225
824,274,3,784.9650997480609,No support,422.2494379289225
821,273,3,784.9650997480609,No support,422.2494379289225
818,272,3,784.9650997480609,No support,422.2494379289225
815,271,3,784.9650997480609,No support,422.2494379289225
812,270,3,784.9650997480609,No support,422.2494379289225
809,269,3,786.5215629392289,No support,423.80590112009054
800,266,3,790.3872021400956,No support,427.6715403209572
797,265,3,790.3872021400956,No support,427.6715403209572
806,268,3,790.3872021400956,No support,427.6715403209572
803,267,3,790.3872021400956,No support,427.6715403209572
794,264,3,792.1609036914303,No support,429.44524187229194
791,263,3,792.1609036914303,No support,429.44524187229194
788,262,3,793.2997443980228,No support,430.58408257888436
785,261,3,797.0765657919737,No support,434.36090397283533
782,260,3,805.2962271446045,No support,442.58056532546607
764,254,3,805.7573099173234,No support,443.04164809818496
767,255,3,805.7573099173234,No support,443.04164809818496
773,257,3,805.7573099173234,No support,443.04164809818496
776,258,3,805.7573099173234,No support,443.04164809818496
779,259,3,805.7573099173234,No support,443.04164809818496
770,256,3,805.7573099173234,No support,443.04164809818496
761,253,3,805.8547823716588,No support,443.13912055252035
758,252,3,805.8547823716588,No support,443.13912055252035
755,251,3,805.8547823716588,No support,443.13912055252035
752,250,3,805.8547823716588,No support,443.13912055252035
746,248,3,805.8547823716588,No support,443.13912055252035
749,249,3,805.8547823716588,No support,443.13912055252035
743,247,3,807.1170689833252,No support,444.4014071641868
737,245,3,807.1170689833252,No support,444.4014071641868
740,246,3,807.1170689833252,No support,444.4014071641868
734,244,3,807.1170689833252,No support,444.4014071641868
728,242,3,809.2071745222232,No support,446.4915127030848
731,243,3,809.2071745222232,No support,446.4915127030848
725,241,3,817.2382876309965,No support,454.5226258118581
722,240,3,817.2382876309965,No support,454.5226258118581
719,239,3,817.2382876309965,No support,454.5226258118581
716,238,3,817.2382876309965,No support,454.5226258118581
713,237,3,818.7051465040013,No support,455.9894846848629
710,236,3,826.4284634487923,No support,463.7128016296539
707,235,3,830.6717099275426,No support,467.95604810840416
701,233,3,832.0798784703924,No support,469.36421665125397
698,232,3,832.0798784703924,No support,469.36421665125397
704,234,3,832.0798784703924,No support,469.36421665125397
695,231,3,838.6129478042902,No support,475.8972859851518
692,230,3,844.22060737807,No support,481.5049455589316
689,229,3,851.4724686204831,No support,488.75680680134474
686,228,3,851.4956510771623,No support,488.7799892580239
680,226,3,851.4956510771623,No support,488.7799892580239
683,227,3,851.4956510771623,No support,488.7799892580239
677,225,3,853.6876775541248,No support,490.97201573498637
668,222,3,853.9768370833309,No support,491.2611752641925
665,221,3,853.9768370833309,No support,491.2611752641925
674,224,3,853.9768370833309,No support,491.2611752641925
671,223,3,853.9768370833309,No support,491.2611752641925
653,217,3,856.0928766754982,No support,493.37721485635984
659,219,3,856.0928766754982,No support,493.37721485635984
662,220,3,856.0928766754982,No support,493.37721485635984
656,218,3,856.0928766754982,No support,493.37721485635984
650,216,3,857.3915401767733,No support,494.67587835763493
647,215,3,857.3915401767733,No support,494.67587835763493
644,214,3,857.3915401767733,No support,494.67587835763493
641,213,3,857.5227593657202,No support,494.80709754658176
638,212,3,859.6265025993148,No support,496.9108407801764
635,211,3,860.286132042195,No support,497.57047022305665
632,210,3,863.0230349497527,No support,500.30737313061434
1606,535,2,867.1467110875501,No support,504.4310492684117
1609,536,2,867.1467110875501,No support,504.4310492684117
1603,534,2,867.1467110875501,No support,504.4310492684117
1600,533,2,867.3033789103562,No support,504.58771709121777
1594,531,2,867.3033789103562,No support,504.58771709121777
1597,532,2,867.3033789103562,No support,504.58771709121777
1591,530,2,868.1207656296284,No support,505.40510381049
1588,529,2,868.1207656296284,No support,505.40510381049
1585,528,2,869.0647112067246,No support,506.3490493875862
1582,527,2,870.2840727829961,No support,507.5684109638577
1573,524,2,870.2986132008471,No support,507.58295138170865
1576,525,2,870.2986132008471,No support,507.58295138170865
1579,526,2,870.2986132008471,No support,507.58295138170865
1570,523,2,870.3622314068565,No support,507.6465695877181
1567,522,2,870.3622314068565,No support,507.6465695877181
1564,521,2,870.3723543806434,No support,507.656692561505
1555,518,2,870.3723543806434,No support,507.656692561505
1558,519,2,870.3723543806434,No support,507.656692561505
1561,520,2,870.3723543806434,No support,507.656692561505
1552,517,2,870.7442553767246,No support,508.0285935575862
629,209,3,872.7715333396235,No support,510.0558715204851
1546,515,2,873.3810256405451,No support,510.6653638214067
1537,512,2,873.3810256405451,No support,510.6653638214067
1549,516,2,873.3810256405451,No support,510.6653638214067
1543,514,2,873.3810256405451,No support,510.6653638214067
1540,513,2,873.3810256405451,No support,510.6653638214067
1534,511,2,874.1447526451634,No support,511.429090826025
1531,510,2,874.289671625281,No support,511.5740098061426
1528,509,2,874.289671625281,No support,511.5740098061426
1525,508,2,874.289671625281,No support,511.5740098061426
1522,507,2,874.289671625281,No support,511.5740098061426
1519,506,2,874.9204183213488,No support,512.2047565022104
1513,504,2,874.9204183213488,No support,512.2047565022104
1516,505,2,874.9204183213488,No support,512.2047565022104
1507,502,2,876.1705976736487,No support,513.4549358545103
1510,503,2,876.1705976736487,No support,513.4549358545103
1501,500,2,876.1705976736487,No support,513.4549358545103
1504,501,2,876.1705976736487,No support,513.4549358545103
1498,499,2,880.0999274420909,No support,517.3842656229525
1495,498,2,880.0999274420909,No support,517.3842656229525
1492,497,2,880.0999274420909,No support,517.3842656229525
1486,495,2,880.2075078244433,No support,517.4918460053049
1489,496,2,880.2075078244433,No support,517.4918460053049
1483,494,2,880.2075078244433,No support,517.4918460053049
1480,493,2,880.5152446164841,No support,517.7995827973457
1474,491,2,883.5024854909877,No support,520.7868236718493
1477,492,2,883.5024854909877,No support,520.7868236718493
1471,490,2,883.756368168167,No support,521.0407063490286
1468,489,2,884.7459294787901,No support,522.0302676596517
1462,487,2,884.972715852329,No support,522.2570540331906
1465,488,2,884.972715852329,No support,522.2570540331906
1450,483,2,885.1902995415628,No support,522.4746377224244
1435,478,2,885.1902995415628,No support,522.4746377224244
1438,479,2,885.1902995415628,No support,522.4746377224244
1447,482,2,885.1902995415628,No support,522.4746377224244
1459,486,2,885.1902995415628,No support,522.4746377224244
1441,480,2,885.1902995415628,No support,522.4746377224244
1453,484,2,885.1902995415628,No support,522.4746377224244
1456,485,2,885.1902995415628,No support,522.4746377224244
1444,481,2,885.1902995415628,No support,522.4746377224244
1429,476,2,885.1902995415628,No support,522.4746377224244
1432,477,2,885.1902995415628,No support,522.4746377224244
623,207,3,885.3382428731162,No support,522.6225810539778
626,208,3,885.3382428731162,No support,522.6225810539778
617,205,3,885.3382428731162,No support,522.6225810539778
620,206,3,885.3382428731162,No support,522.6225810539778
1414,471,2,885.5402397060199,No support,522.8245778868815
1417,472,2,885.5402397060199,No support,522.8245778868815
1420,473,2,885.5402397060199,No support,522.8245778868815
1423,474,2,885.5402397060199,No support,522.8245778868815
1426,475,2,885.5402397060199,No support,522.8245778868815
1411,470,2,885.5402397060199,No support,522.8245778868815
614,204,3,887.0736365628754,No support,524.357974743737
1405,468,2,889.8185871277353,No support,527.1029253085969
1408,469,2,889.8185871277353,No support,527.1029253085969
1393,464,2,892.8618399455655,No support,530.1461781264271
1399,466,2,892.8618399455655,No support,530.1461781264271
1390,463,2,892.8618399455655,No support,530.1461781264271
1396,465,2,892.8618399455655,No support,530.1461781264271
1402,467,2,892.8618399455655,No support,530.1461781264271
1381,460,2,893.4312556100751,No support,530.7155937909367
1384,461,2,893.4312556100751,No support,530.7155937909367
1387,462,2,893.4312556100751,No support,530.7155937909367
1348,449,2,893.4524350612687,No support,530.7367732421303
1363,454,2,893.4524350612687,No support,530.7367732421303
1351,450,2,893.4524350612687,No support,530.7367732421303
1357,452,2,893.4524350612687,No support,530.7367732421303
1360,453,2,893.4524350612687,No support,530.7367732421303
1354,451,2,893.4524350612687,No support,530.7367732421303
1366,455,2,893.4528386135092,No support,530.7371767943708
1369,456,2,893.4528386135092,No support,530.7371767943708
1372,457,2,893.4528386135092,No support,530.7371767943708
1375,458,2,893.4528386135092,No support,530.7371767943708
1378,459,2,893.4528386135092,No support,530.7371767943708
1339,446,2,893.8398827029952,No support,531.1242208838568
1345,448,2,893.8398827029952,No support,531.1242208838568
1342,447,2,893.8398827029952,No support,531.1242208838568
1327,442,2,894.3107132068207,No support,531.5950513876822
1336,445,2,894.3107132068207,No support,531.5950513876822
1330,443,2,894.3107132068207,No support,531.5950513876822
1333,444,2,894.3107132068207,No support,531.5950513876822
1324,441,2,896.1072133902798,No support,533.3915515711413
1318,439,2,896.1072133902798,No support,533.3915515711413
1321,440,2,896.1072133902798,No support,533.3915515711413
1303,434,2,896.2726495681896,No support,533.5569877490512
1276,425,2,896.2726495681896,No support,533.5569877490512
1300,433,2,896.2726495681896,No support,533.5569877490512
1279,426,2,896.2726495681896,No support,533.5569877490512
1315,438,2,896.2726495681896,No support,533.5569877490512
1282,427,2,896.2726495681896,No support,533.5569877490512
1297,432,2,896.2726495681896,No support,533.5569877490512
1291,430,2,896.2726495681896,No support,533.5569877490512
1285,428,2,896.2726495681896,No support,533.5569877490512
1312,437,2,896.2726495681896,No support,533.5569877490512
1309,436,2,896.2726495681896,No support,533.5569877490512
1288,429,2,896.2726495681896,No support,533.5569877490512
1294,431,2,896.2726495681896,No support,533.5569877490512
1306,435,2,896.2726495681896,No support,533.5569877490512
1261,420,2,896.8563275402392,No support,534.1406657211008
1267,422,2,896.8563275402392,No support,534.1406657211008
1264,421,2,896.8563275402392,No support,534.1406657211008
1258,419,2,896.8563275402392,No support,534.1406657211008
1273,424,2,896.8563275402392,No support,534.1406657211008
1270,423,2,896.8563275402392,No support,534.1406657211008
1252,417,2,898.3043492717253,No support,535.5886874525869
1255,418,2,898.3043492717253,No support,535.5886874525869
1246,415,2,898.3043492717253,No support,535.5886874525869
1249,416,2,898.3043492717253,No support,535.5886874525869
605,201,3,900.293308418247,No support,537.5776465991086
608,202,3,900.293308418247,No support,537.5776465991086
611,203,3,900.293308418247,No support,537.5776465991086
1243,414,2,900.7503920484218,No support,538.0347302292834
1240,413,2,901.0553484550051,No support,538.3396866358667
1237,412,2,901.1275260109852,No support,538.4118641918468
1231,410,2,901.1275260109852,No support,538.4118641918468
1234,411,2,901.1275260109852,No support,538.4118641918468
1228,409,2,901.365297624291,No support,538.6496358051526
1225,408,2,901.365297624291,No support,538.6496358051526
1222,407,2,901.365297624291,No support,538.6496358051526
1213,404,2,903.3706716450233,No support,540.6550098258849
1216,405,2,903.3706716450233,No support,540.6550098258849
1219,406,2,903.3706716450233,No support,540.6550098258849
1201,400,2,903.8034010259702,No support,541.0877392068318
1210,403,2,903.8034010259702,No support,541.0877392068318
1204,401,2,903.8034010259702,No support,541.0877392068318
1207,402,2,903.8034010259702,No support,541.0877392068318
596,198,3,905.2229609113796,No support,542.5072990922412
602,200,3,905.2229609113796,No support,542.5072990922412
599,199,3,905.2229609113796,No support,542.5072990922412
1198,399,2,905.7340296217187,No support,543.0183678025803
593,197,3,906.9122460877129,No support,544.1965842685745
590,196,3,909.3596850197139,No support,546.6440232005755
1195,398,2,910.4907096570965,No support,547.7750478379581
1192,397,2,910.4907096570965,No support,547.7750478379581
587,195,3,916.1835742359975,No support,553.4679124168591
1180,393,2,919.8050226096228,No support,557.0893607904844
1183,394,2,919.8050226096228,No support,557.0893607904844
1186,395,2,919.8050226096228,No support,557.0893607904844
1189,396,2,919.8050226096228,No support,557.0893607904844
1171,390,2,920.6262972755549,No support,557.9106354564165
1174,391,2,920.6262972755549,No support,557.9106354564165
1177,392,2,920.6262972755549,No support,557.9106354564165
1168,389,2,924.4152373582045,No support,561.6995755390661
1165,388,2,924.4152373582045,No support,561.6995755390661
1162,387,2,926.9848636691114,No support,564.269201849973
1156,385,2,927.5047716243606,No support,564.7891098052222
1153,384,2,927.5047716243606,No support,564.7891098052222
1159,386,2,927.5047716243606,No support,564.7891098052222
1150,383,2,927.5047716243606,No support,564.7891098052222
1147,382,2,927.8045778274673,No support,565.0889160083289
1144,381,2,929.1066300233217,No support,566.3909682041833
1141,380,2,929.1066300233217,No support,566.3909682041833
569,189,3,929.8737656334722,No support,567.1581038143338
584,194,3,929.8737656334722,No support,567.1581038143338
581,193,3,929.8737656334722,No support,567.1581038143338
578,192,3,929.8737656334722,No support,567.1581038143338
575,191,3,929.8737656334722,No support,567.1581038143338
572,190,3,929.8737656334722,No support,567.1581038143338
1138,379,2,933.6840429346552,No support,570.9683811155168
1135,378,2,933.8520176041653,No support,571.1363557850269
1129,376,2,933.8520176041653,No support,571.1363557850269
1126,375,2,933.8520176041653,No support,571.1363557850269
1132,377,2,933.8520176041653,No support,571.1363557850269
1123,374,2,933.8548941746304,No support,571.139232355492
1120,373,2,933.8548941746304,No support,571.139232355492
1111,370,2,933.8548941746304,No support,571.139232355492
1114,371,2,933.8548941746304,No support,571.139232355492
1117,372,2,933.8548941746304,No support,571.139232355492
1108,369,2,934.7362170948771,No support,572.0205552757387
1105,368,2,934.7362170948771,No support,572.0205552757387
1102,367,2,934.7362170948771,No support,572.0205552757387
566,188,3,934.9332811077891,No support,572.2176192886507
554,184,3,935.5731393061478,No support,572.8574774870094
557,185,3,935.5731393061478,No support,572.8574774870094
560,186,3,935.5731393061478,No support,572.8574774870094
563,187,3,935.5731393061478,No support,572.8574774870094
551,183,3,935.5731393061478,No support,572.8574774870094
1099,366,2,936.393641302031,No support,573.6779794828926
1096,365,2,936.393641302031,No support,573.6779794828926
1093,364,2,936.393641302031,No support,573.6779794828926
1087,362,2,936.393641302031,No support,573.6779794828926
1090,363,2,936.393641302031,No support,573.6779794828926
1078,359,2,944.7961623507025,No support,582.0805005315641
1081,360,2,944.7961623507025,No support,582.0805005315641
1084,361,2,944.7961623507025,No support,582.0805005315641
1075,358,2,946.2239736598576,No support,583.5083118407192
1054,351,2,946.3662419328346,No support,583.6505801136962
1057,352,2,946.3662419328346,No support,583.6505801136962
1060,353,2,946.3662419328346,No support,583.6505801136962
1063,354,2,946.3662419328346,No support,583.6505801136962
1066,355,2,946.3662419328346,No support,583.6505801136962
1072,357,2,946.3662419328346,No support,583.6505801136962
1069,356,2,946.3662419328346,No support,583.6505801136962
1051,350,2,946.8444904601646,No support,584.1288286410262
1048,349,2,947.405346008879,No support,584.6896841897405
1045,348,2,947.405346008879,No support,584.6896841897405
1042,347,2,947.405346008879,No support,584.6896841897405
1039,346,2,947.405346008879,No support,584.6896841897405
1036,345,2,947.405346008879,No support,584.6896841897405
548,182,3,951.0732253204377,No support,588.3575635012993
1018,339,2,952.5432622611024,No support,589.827600441964
1033,344,2,952.5432622611024,No support,589.827600441964
1030,343,2,952.5432622611024,No support,589.827600441964
1027,342,2,952.5432622611024,No support,589.827600441964
1024,341,2,952.5432622611024,No support,589.827600441964
1021,340,2,952.5432622611024,No support,589.827600441964
1015,338,2,952.5432622611024,No support,589.827600441964
1009,336,2,952.582050718044,No support,589.8663888989056
994,331,2,952.582050718044,No support,589.8663888989056
997,332,2,952.582050718044,No support,589.8663888989056
988,329,2,952.582050718044,No support,589.8663888989056
1000,333,2,952.582050718044,No support,589.8663888989056
1003,334,2,952.582050718044,No support,589.8663888989056
1006,335,2,952.582050718044,No support,589.8663888989056
985,328,2,952.582050718044,No support,589.8663888989056
1012,337,2,952.582050718044,No support,589.8663888989056
982,327,2,952.582050718044,No support,589.8663888989056
991,330,2,952.582050718044,No support,589.8663888989056
937,312,2,953.1232325230926,No support,590.4075707039542
976,325,2,953.1232325230926,No support,590.4075707039542
940,313,2,953.1232325230926,No support,590.4075707039542
943,314,2,953.1232325230926,No support,590.4075707039542
946,315,2,953.1232325230926,No support,590.4075707039542
949,316,2,953.1232325230926,No support,590.4075707039542
970,323,2,953.1232325230926,No support,590.4075707039542
961,320,2,953.1232325230926,No support,590.4075707039542
955,318,2,953.1232325230926,No support,590.4075707039542
964,321,2,953.1232325230926,No support,590.4075707039542
973,324,2,953.1232325230926,No support,590.4075707039542
958,319,2,953.1232325230926,No support,590.4075707039542
979,326,2,953.1232325230926,No support,590.4075707039542
952,317,2,953.1232325230926,No support,590.4075707039542
967,322,2,953.1232325230926,No support,590.4075707039542
928,309,2,953.2420941820825,No support,590.5264323629441
922,307,2,953.2420941820825,No support,590.5264323629441
931,310,2,953.2420941820825,No support,590.5264323629441
934,311,2,953.2420941820825,No support,590.5264323629441
919,306,2,953.2420941820825,No support,590.5264323629441
916,305,2,953.2420941820825,No support,590.5264323629441
925,308,2,953.2420941820825,No support,590.5264323629441
910,303,2,953.2420941820825,No support,590.5264323629441
907,302,2,953.2420941820825,No support,590.5264323629441
